KMeans_ms 1 process: 0.895ms
										
Total lines processed: 293458					
Non-empty cells: 9915					
					
Cluster centroids (count	avgMag):				
Cluster 0: 11.86 4.92					
Cluster 1: 183.90 4.90					
Cluster 2: 640.09 4.92					
					
Cluster ranking:					
Rank 0: Cluster 0 (quiet)					
Rank 1: Cluster 1 (moderate)					
Rank 2: Cluster 2 (hotspot)					
					
Hotspot map:					
lat	lon	count	avgMag	cluster	label
-17.5	179.5	41	4.802	0	quiet
-16.5	-179.5	41	4.889	0	quiet
-16.5	-178.5	33	4.852	0	quiet
-16.5	-177.5	185	5.05	1	moderate
-16.5	-176.5	76	4.938	0	quiet
-16.5	-175.5	67	4.76	0	quiet
-16.5	-174.5	285	4.832	1	moderate
-16.5	-173.5	598	4.848	2	hotspot
-16.5	-172.5	391	4.971	1	moderate
-16.5	-171.5	29	5.032	0	quiet
-16.5	-170.5	6	5.117	0	quiet
-16.5	-169.5	1	4.8	0	quiet
-16.5	-168.5	1	5.8	0	quiet
-16.5	-126.5	1	5	0	quiet
-16.5	-115.5	1	6.3	0	quiet
-16.5	-75.5	13	4.754	0	quiet
-16.5	-74.5	60	4.923	0	quiet
-16.5	-73.5	143	5.036	1	moderate
-16.5	-72.5	92	4.895	0	quiet
-16.5	-71.5	58	4.942	0	quiet
-16.5	-70.5	51	4.831	0	quiet
-16.5	-69.5	60	4.785	0	quiet
-16.5	-68.5	3	4.667	0	quiet
-16.5	-67.5	1	4.9	0	quiet
-16.5	-65.5	3	5.3	0	quiet
-16.5	-64.5	2	4.9	0	quiet
-16.5	-23.5	2	5.05	0	quiet
-16.5	-15.5	1	4.6	0	quiet
-16.5	-14.5	17	4.988	0	quiet
-16.5	-13.5	1	5	0	quiet
-16.5	-12.5	1	4.9	0	quiet
-16.5	-11.5	1	4.9	0	quiet
-16.5	27.5	4	4.8	0	quiet
-16.5	28.5	23	4.957	0	quiet
-16.5	34.5	1	4.5	0	quiet
-16.5	35.5	6	5.15	0	quiet
-16.5	40.5	1	4.5	0	quiet
-16.5	41.5	5	4.8	0	quiet
-16.5	42.5	2	5.66	0	quiet
-16.5	43.5	1	4.7	0	quiet
-16.5	44.5	1	4.6	0	quiet
-16.5	64.5	1	5.8	0	quiet
-16.5	66.5	31	4.862	0	quiet
-16.5	67.5	40	4.997	0	quiet
-16.5	68.5	1	4.5	0	quiet
-16.5	77.5	1	6.01	0	quiet
-16.5	87.5	1	5.5	0	quiet
-16.5	92.5	3	5.867	0	quiet
-16.5	118.5	1	5	0	quiet
-16.5	119.5	1	4.5	0	quiet
-16.5	120.5	7	4.871	0	quiet
-16.5	121.5	1	4.7	0	quiet
-16.5	124.5	2	5.7	0	quiet
-16.5	147.5	1	4.5	0	quiet
-16.5	165.5	2	4.55	0	quiet
-16.5	166.5	29	5.014	0	quiet
-16.5	167.5	342	5.025	1	moderate
-16.5	168.5	137	4.977	1	moderate
-16.5	169.5	3	4.733	0	quiet
-16.5	171.5	4	5	0	quiet
-16.5	172.5	12	5.204	0	quiet
-16.5	173.5	22	5.128	0	quiet
-16.5	174.5	26	5.276	0	quiet
-16.5	175.5	28	5.06	0	quiet
-16.5	176.5	53	4.842	0	quiet
-16.5	177.5	96	4.926	0	quiet
-16.5	178.5	102	4.986	1	moderate
-16.5	179.5	14	4.786	0	quiet
-15.5	-179.5	67	5.241	0	quiet
-15.5	-178.5	70	5.108	0	quiet
-15.5	-177.5	169	4.907	1	moderate
-15.5	-176.5	76	4.99	0	quiet
-15.5	-175.5	146	5.174	1	moderate
-15.5	-174.5	357	4.931	1	moderate
-15.5	-173.5	1394	4.982	2	hotspot
-15.5	-172.5	388	5.043	1	moderate
-15.5	-171.5	38	5.019	0	quiet
-15.5	-170.5	1	4.6	0	quiet
-15.5	-169.5	2	4.8	0	quiet
-15.5	-167.5	1	5.2	0	quiet
-15.5	-137.5	1	4.8	0	quiet
-15.5	-124.5	1	4.7	0	quiet
-15.5	-116.5	1	5.5	0	quiet
-15.5	-111.5	1	4.5	0	quiet
-15.5	-76.5	6	4.85	0	quiet
-15.5	-75.5	141	5.024	1	moderate
-15.5	-74.5	136	5.012	1	moderate
-15.5	-73.5	64	4.985	0	quiet
-15.5	-72.5	107	4.84	1	moderate
-15.5	-71.5	117	4.824	1	moderate
-15.5	-70.5	93	4.863	0	quiet
-15.5	-69.5	22	4.95	0	quiet
-15.5	-68.5	2	6.365	0	quiet
-15.5	-65.5	1	6.6	0	quiet
-15.5	-64.5	2	5.15	0	quiet
-15.5	-44.5	1	4.9	0	quiet
-15.5	-15.5	1	4.8	0	quiet
-15.5	-14.5	1	5.4	0	quiet
-15.5	-13.5	44	4.988	0	quiet
-15.5	-12.5	2	5.05	0	quiet
-15.5	-7.5	1	4.8	0	quiet
-15.5	-5.5	1	4.5	0	quiet
-15.5	25.5	1	5	0	quiet
-15.5	26.5	2	5.05	0	quiet
-15.5	27.5	1	4.8	0	quiet
-15.5	32.5	1	4.6	0	quiet
-15.5	34.5	3	4.867	0	quiet
-15.5	35.5	1	4.6	0	quiet
-15.5	36.5	1	4.6	0	quiet
-15.5	39.5	1	4.5	0	quiet
-15.5	41.5	4	5	0	quiet
-15.5	49.5	1	4.5	0	quiet
-15.5	66.5	35	4.791	0	quiet
-15.5	67.5	54	4.811	0	quiet
-15.5	87.5	1	4.8	0	quiet
-15.5	88.5	2	5.3	0	quiet
-15.5	98.5	1	5.4	0	quiet
-15.5	112.5	1	6.13	0	quiet
-15.5	119.5	1	4.8	0	quiet
-15.5	123.5	2	4.65	0	quiet
-15.5	160.5	1	5.95	0	quiet
-15.5	165.5	7	4.686	0	quiet
-15.5	166.5	159	5.027	1	moderate
-15.5	167.5	691	4.973	2	hotspot
-15.5	168.5	189	4.926	1	moderate
-15.5	170.5	5	4.74	0	quiet
-15.5	171.5	3	5.03	0	quiet
-15.5	172.5	3	5.2	0	quiet
-15.5	173.5	17	4.994	0	quiet
-15.5	174.5	1	4.6	0	quiet
-15.5	175.5	3	4.867	0	quiet
-15.5	176.5	1	4.6	0	quiet
-15.5	177.5	6	5.117	0	quiet
-15.5	178.5	13	4.846	0	quiet
-15.5	179.5	18	5.183	0	quiet
-14.5	-179.5	4	4.775	0	quiet
-14.5	-178.5	23	5.163	0	quiet
-14.5	-177.5	79	4.959	0	quiet
-14.5	-176.5	55	4.985	0	quiet
-14.5	-175.5	60	5.285	0	quiet
-14.5	-174.5	39	4.908	0	quiet
-14.5	-173.5	174	4.935	1	moderate
-14.5	-172.5	42	4.939	0	quiet
-14.5	-171.5	5	4.92	0	quiet
-14.5	-169.5	6	4.733	0	quiet
-14.5	-111.5	2	4.85	0	quiet
-14.5	-109.5	3	4.867	0	quiet
-14.5	-80.5	1	4.8	0	quiet
-14.5	-77.5	5	4.7	0	quiet
-14.5	-76.5	145	4.863	1	moderate
-14.5	-75.5	134	5.02	1	moderate
-14.5	-74.5	16	4.969	0	quiet
-14.5	-73.5	55	4.861	0	quiet
-14.5	-72.5	54	4.905	0	quiet
-14.5	-71.5	48	4.777	0	quiet
-14.5	-70.5	27	5.237	0	quiet
-14.5	-68.5	1	6.1	0	quiet
-14.5	-66.5	1	4.9	0	quiet
-14.5	-14.5	29	5.068	0	quiet
-14.5	-13.5	27	4.911	0	quiet
-14.5	-5.5	1	4.8	0	quiet
-14.5	-4.5	1	5.2	0	quiet
-14.5	13.5	1	4.7	0	quiet
-14.5	23.5	1	5.7	0	quiet
-14.5	24.5	1	4.6	0	quiet
-14.5	25.5	2	4.55	0	quiet
-14.5	26.5	1	5.47	0	quiet
-14.5	30.5	2	4.85	0	quiet
-14.5	31.5	1	4.9	0	quiet
-14.5	34.5	4	4.75	0	quiet
-14.5	41.5	2	4.55	0	quiet
-14.5	44.5	1	5.98	0	quiet
-14.5	48.5	1	4.7	0	quiet
-14.5	62.5	1	4.9	0	quiet
-14.5	63.5	3	4.973	0	quiet
-14.5	65.5	5	4.74	0	quiet
-14.5	66.5	96	4.834	0	quiet
-14.5	67.5	5	5	0	quiet
-14.5	68.5	1	4.5	0	quiet
-14.5	69.5	1	5	0	quiet
-14.5	77.5	1	4.9	0	quiet
-14.5	94.5	1	5.2	0	quiet
-14.5	95.5	1	5.79	0	quiet
-14.5	97.5	2	5.15	0	quiet
-14.5	98.5	1	5.3	0	quiet
-14.5	101.5	1	4.9	0	quiet
-14.5	122.5	1	4.6	0	quiet
-14.5	163.5	1	4.6	0	quiet
-14.5	165.5	8	4.712	0	quiet
-14.5	166.5	535	4.954	2	hotspot
-14.5	167.5	866	4.926	2	hotspot
-14.5	168.5	71	4.938	0	quiet
-14.5	169.5	7	4.843	0	quiet
-14.5	170.5	36	4.856	0	quiet
-14.5	171.5	38	5.063	0	quiet
-14.5	172.5	19	4.842	0	quiet
-14.5	173.5	8	4.903	0	quiet
-14.5	174.5	6	4.6	0	quiet
-14.5	175.5	3	4.767	0	quiet
-14.5	176.5	1	5	0	quiet
-14.5	177.5	5	5.22	0	quiet
-14.5	178.5	3	4.8	0	quiet
-14.5	179.5	3	4.9	0	quiet
-13.5	-178.5	1	4.9	0	quiet
-13.5	-175.5	1	4.6	0	quiet
-13.5	-174.5	2	4.6	0	quiet
-13.5	-173.5	4	4.7	0	quiet
-13.5	-172.5	1	4.8	0	quiet
-13.5	-171.5	4	4.75	0	quiet
-13.5	-169.5	8	4.712	0	quiet
-13.5	-142.5	1	4.5	0	quiet
-13.5	-114.5	1	4.6	0	quiet
-13.5	-112.5	29	4.983	0	quiet
-13.5	-111.5	66	4.985	0	quiet
-13.5	-110.5	2	4.75	0	quiet
-13.5	-109.5	1	4.7	0	quiet
-13.5	-107.5	1	4.5	0	quiet
-13.5	-80.5	1	4.9	0	quiet
-13.5	-77.5	21	4.71	0	quiet
-13.5	-76.5	117	5.011	1	moderate
-13.5	-75.5	20	4.935	0	quiet
-13.5	-74.5	36	4.959	0	quiet
-13.5	-73.5	4	4.893	0	quiet
-13.5	-72.5	18	4.994	0	quiet
-13.5	-71.5	8	4.95	0	quiet
-13.5	-70.5	11	4.718	0	quiet
-13.5	-69.5	6	6.012	0	quiet
-13.5	-68.5	2	6.15	0	quiet
-13.5	-67.5	2	6.7	0	quiet
-13.5	-49.5	1	5	0	quiet
-13.5	-39.5	1	4.6	0	quiet
-13.5	-21.5	1	4.6	0	quiet
-13.5	-15.5	3	4.8	0	quiet
-13.5	-14.5	26	4.961	0	quiet
-13.5	-13.5	1	4.7	0	quiet
-13.5	14.5	2	4.95	0	quiet
-13.5	21.5	1	4.6	0	quiet
-13.5	23.5	2	4.75	0	quiet
-13.5	24.5	2	4.85	0	quiet
-13.5	30.5	1	4.5	0	quiet
-13.5	31.5	3	4.6	0	quiet
-13.5	33.5	2	4.7	0	quiet
-13.5	34.5	12	4.975	0	quiet
-13.5	35.5	1	4.9	0	quiet
-13.5	40.5	2	4.95	0	quiet
-13.5	41.5	1	4.7	0	quiet
-13.5	44.5	1	5	0	quiet
-13.5	45.5	23	4.63	0	quiet
-13.5	48.5	2	5.05	0	quiet
-13.5	63.5	1	4.6	0	quiet
-13.5	65.5	6	5.083	0	quiet
-13.5	66.5	62	4.967	0	quiet
-13.5	97.5	13	5.131	0	quiet
-13.5	121.5	1	5.7	0	quiet
-13.5	122.5	3	4.767	0	quiet
-13.5	123.5	1	4.5	0	quiet
-13.5	124.5	1	4.8	0	quiet
-13.5	150.5	1	4.5	0	quiet
-13.5	164.5	3	4.7	0	quiet
-13.5	165.5	31	4.994	0	quiet
-13.5	166.5	601	5.098	2	hotspot
-13.5	167.5	340	4.99	1	moderate
-13.5	168.5	15	4.927	0	quiet
-13.5	169.5	9	4.733	0	quiet
-13.5	170.5	36	4.808	0	quiet
-13.5	171.5	10	4.974	0	quiet
-13.5	172.5	10	5.218	0	quiet
-13.5	173.5	4	4.85	0	quiet
-13.5	174.5	45	4.898	0	quiet
-13.5	175.5	13	5.046	0	quiet
-13.5	176.5	1	5	0	quiet
-13.5	177.5	1	4.7	0	quiet
-13.5	179.5	2	4.85	0	quiet
-12.5	-177.5	1	5.1	0	quiet
-12.5	-174.5	2	4.6	0	quiet
-12.5	-138.5	1	4.5	0	quiet
-12.5	-111.5	1	5	0	quiet
-12.5	-110.5	2	4.65	0	quiet
-12.5	-109.5	1	5.4	0	quiet
-12.5	-99.5	1	4.6	0	quiet
-12.5	-95.5	1	4.6	0	quiet
-12.5	-78.5	9	4.811	0	quiet
-12.5	-77.5	50	5.023	0	quiet
-12.5	-76.5	41	5.017	0	quiet
-12.5	-75.5	19	4.921	0	quiet
-12.5	-74.5	18	4.878	0	quiet
-12.5	-73.5	8	4.763	0	quiet
-12.5	-72.5	6	5.1	0	quiet
-12.5	-71.5	9	4.767	0	quiet
-12.5	-70.5	3	4.933	0	quiet
-12.5	-69.5	1	5.7	0	quiet
-12.5	-57.5	1	6.34	0	quiet
-12.5	-15.5	1	4.6	0	quiet
-12.5	-14.5	99	4.912	1	moderate
-12.5	-13.5	2	4.65	0	quiet
-12.5	14.5	1	5.1	0	quiet
-12.5	24.5	1	4.7	0	quiet
-12.5	25.5	3	4.767	0	quiet
-12.5	26.5	3	4.8	0	quiet
-12.5	27.5	1	4.6	0	quiet
-12.5	33.5	1	4.6	0	quiet
-12.5	34.5	2	4.9	0	quiet
-12.5	40.5	2	4.85	0	quiet
-12.5	41.5	7	4.757	0	quiet
-12.5	42.5	1	4.8	0	quiet
-12.5	43.5	4	4.9	0	quiet
-12.5	44.5	4	5	0	quiet
-12.5	45.5	122	4.71	1	moderate
-12.5	46.5	4	4.775	0	quiet
-12.5	47.5	1	4.9	0	quiet
-12.5	63.5	1	4.9	0	quiet
-12.5	64.5	1	5.98	0	quiet
-12.5	65.5	39	4.941	0	quiet
-12.5	66.5	29	5.016	0	quiet
-12.5	67.5	2	5.15	0	quiet
-12.5	68.5	1	4.7	0	quiet
-12.5	79.5	2	5.7	0	quiet
-12.5	80.5	1	4.7	0	quiet
-12.5	85.5	1	4.5	0	quiet
-12.5	87.5	1	4.5	0	quiet
-12.5	101.5	1	4.7	0	quiet
-12.5	102.5	1	4.5	0	quiet
-12.5	104.5	1	5.1	0	quiet
-12.5	109.5	1	4.6	0	quiet
-12.5	111.5	1	5.3	0	quiet
-12.5	112.5	1	4.9	0	quiet
-12.5	113.5	1	4.8	0	quiet
-12.5	114.5	8	4.675	0	quiet
-12.5	115.5	3	4.767	0	quiet
-12.5	117.5	3	4.767	0	quiet
-12.5	118.5	3	4.533	0	quiet
-12.5	119.5	3	4.833	0	quiet
-12.5	121.5	4	4.875	0	quiet
-12.5	122.5	6	4.717	0	quiet
-12.5	123.5	2	4.9	0	quiet
-12.5	124.5	1	4.7	0	quiet
-12.5	125.5	1	4.8	0	quiet
-12.5	126.5	2	4.7	0	quiet
-12.5	139.5	1	4.7	0	quiet
-12.5	143.5	1	4.8	0	quiet
-12.5	159.5	1	5	0	quiet
-12.5	161.5	1	5.67	0	quiet
-12.5	162.5	1	4.5	0	quiet
-12.5	164.5	1	4.5	0	quiet
-12.5	165.5	105	4.95	1	moderate
-12.5	166.5	612	5.019	2	hotspot
-12.5	167.5	134	4.821	1	moderate
-12.5	168.5	13	4.823	0	quiet
-12.5	169.5	60	4.782	0	quiet
-12.5	170.5	1	4.5	0	quiet
-12.5	172.5	1	4.5	0	quiet
-12.5	174.5	4	4.55	0	quiet
-12.5	175.5	1	6.05	0	quiet
-11.5	-166.5	1	4.5	0	quiet
-11.5	-130.5	2	5.4	0	quiet
-11.5	-126.5	1	4.8	0	quiet
-11.5	-112.5	1	5.4	0	quiet
-11.5	-111.5	1	5.1	0	quiet
-11.5	-106.5	1	4.5	0	quiet
-11.5	-90.5	2	4.7	0	quiet
-11.5	-79.5	4	4.925	0	quiet
-11.5	-78.5	9	4.811	0	quiet
-11.5	-77.5	37	5.176	0	quiet
-11.5	-76.5	22	4.759	0	quiet
-11.5	-75.5	33	5.077	0	quiet
-11.5	-74.5	42	4.961	0	quiet
-11.5	-73.5	29	4.746	0	quiet
-11.5	-72.5	7	4.757	0	quiet
-11.5	-71.5	2	5.1	0	quiet
-11.5	-70.5	2	5.8	0	quiet
-11.5	-57.5	1	5.2	0	quiet
-11.5	-56.5	2	4.8	0	quiet
-11.5	-14.5	20	5.118	0	quiet
-11.5	-13.5	47	5.065	0	quiet
-11.5	-12.5	10	4.913	0	quiet
-11.5	24.5	2	4.85	0	quiet
-11.5	26.5	2	4.75	0	quiet
-11.5	28.5	1	4.8	0	quiet
-11.5	29.5	2	4.55	0	quiet
-11.5	32.5	3	5.557	0	quiet
-11.5	34.5	13	4.953	0	quiet
-11.5	40.5	2	4.8	0	quiet
-11.5	41.5	4	4.825	0	quiet
-11.5	42.5	3	4.767	0	quiet
-11.5	64.5	2	5.05	0	quiet
-11.5	65.5	13	4.874	0	quiet
-11.5	66.5	38	4.939	0	quiet
-11.5	69.5	1	4.7	0	quiet
-11.5	78.5	1	5	0	quiet
-11.5	89.5	1	4.6	0	quiet
-11.5	92.5	1	6.7	0	quiet
-11.5	94.5	1	4.9	0	quiet
-11.5	107.5	1	6.9	0	quiet
-11.5	108.5	1	4.7	0	quiet
-11.5	110.5	5	4.88	0	quiet
-11.5	111.5	11	4.855	0	quiet
-11.5	112.5	30	4.77	0	quiet
-11.5	113.5	32	4.828	0	quiet
-11.5	114.5	14	4.907	0	quiet
-11.5	115.5	25	5.086	0	quiet
-11.5	116.5	52	4.944	0	quiet
-11.5	117.5	98	4.863	1	moderate
-11.5	118.5	123	5.036	1	moderate
-11.5	119.5	85	5.017	0	quiet
-11.5	120.5	10	4.77	0	quiet
-11.5	121.5	12	4.948	0	quiet
-11.5	122.5	4	4.75	0	quiet
-11.5	123.5	6	4.817	0	quiet
-11.5	124.5	8	4.688	0	quiet
-11.5	125.5	4	4.875	0	quiet
-11.5	127.5	1	4.5	0	quiet
-11.5	129.5	1	4.5	0	quiet
-11.5	133.5	1	4.6	0	quiet
-11.5	134.5	1	5.4	0	quiet
-11.5	158.5	1	5.1	0	quiet
-11.5	160.5	4	4.8	0	quiet
-11.5	161.5	142	4.912	1	moderate
-11.5	162.5	284	4.915	1	moderate
-11.5	163.5	119	4.952	1	moderate
-11.5	164.5	127	4.919	1	moderate
-11.5	165.5	575	4.916	2	hotspot
-11.5	166.5	668	4.944	2	hotspot
-11.5	167.5	18	4.859	0	quiet
-11.5	168.5	1	5.6	0	quiet
-11.5	170.5	1	6.2	0	quiet
-10.5	-128.5	1	6.7	0	quiet
-10.5	-109.5	1	4.5	0	quiet
-10.5	-108.5	3	5.067	0	quiet
-10.5	-84.5	1	4.6	0	quiet
-10.5	-80.5	5	4.6	0	quiet
-10.5	-79.5	22	5	0	quiet
-10.5	-78.5	74	5.095	0	quiet
-10.5	-77.5	8	4.75	0	quiet
-10.5	-76.5	12	4.861	0	quiet
-10.5	-75.5	56	4.889	0	quiet
-10.5	-74.5	88	4.957	0	quiet
-10.5	-73.5	16	4.737	0	quiet
-10.5	-72.5	1	4.5	0	quiet
-10.5	-71.5	2	5.2	0	quiet
-10.5	-70.5	10	5.54	0	quiet
-10.5	-14.5	1	5.84	0	quiet
-10.5	-13.5	47	4.94	0	quiet
-10.5	-12.5	1	4.9	0	quiet
-10.5	-11.5	2	5.2	0	quiet
-10.5	-9.5	1	4.9	0	quiet
-10.5	12.5	1	4.8	0	quiet
-10.5	24.5	1	4.7	0	quiet
-10.5	26.5	1	4.5	0	quiet
-10.5	27.5	5	4.84	0	quiet
-10.5	28.5	1	5.6	0	quiet
-10.5	29.5	1	5.3	0	quiet
-10.5	33.5	15	5.047	0	quiet
-10.5	34.5	6	4.667	0	quiet
-10.5	40.5	6	4.633	0	quiet
-10.5	41.5	37	4.978	0	quiet
-10.5	42.5	1	5.1	0	quiet
-10.5	43.5	2	4.85	0	quiet
-10.5	58.5	1	4.6	0	quiet
-10.5	59.5	1	4.7	0	quiet
-10.5	66.5	53	4.768	0	quiet
-10.5	87.5	2	5	0	quiet
-10.5	91.5	6	5.033	0	quiet
-10.5	92.5	1	6	0	quiet
-10.5	93.5	1	5.4	0	quiet
-10.5	94.5	1	5.5	0	quiet
-10.5	96.5	1	4.7	0	quiet
-10.5	101.5	1	5.85	0	quiet
-10.5	102.5	1	5.1	0	quiet
-10.5	105.5	2	4.95	0	quiet
-10.5	107.5	20	4.909	0	quiet
-10.5	108.5	33	4.761	0	quiet
-10.5	109.5	11	4.855	0	quiet
-10.5	110.5	14	5.251	0	quiet
-10.5	111.5	23	4.839	0	quiet
-10.5	112.5	77	5.023	0	quiet
-10.5	113.5	188	4.938	1	moderate
-10.5	114.5	24	4.871	0	quiet
-10.5	115.5	22	4.773	0	quiet
-10.5	116.5	28	4.931	0	quiet
-10.5	117.5	68	5.023	0	quiet
-10.5	118.5	69	4.906	0	quiet
-10.5	119.5	80	5.101	0	quiet
-10.5	120.5	67	4.811	0	quiet
-10.5	121.5	17	4.935	0	quiet
-10.5	122.5	14	4.793	0	quiet
-10.5	123.5	81	4.863	0	quiet
-10.5	124.5	69	4.78	0	quiet
-10.5	125.5	3	4.767	0	quiet
-10.5	126.5	4	4.825	0	quiet
-10.5	127.5	3	4.9	0	quiet
-10.5	128.5	3	4.533	0	quiet
-10.5	130.5	1	4.5	0	quiet
-10.5	135.5	1	5.1	0	quiet
-10.5	150.5	8	5.088	0	quiet
-10.5	151.5	7	4.943	0	quiet
-10.5	152.5	14	4.936	0	quiet
-10.5	153.5	8	4.713	0	quiet
-10.5	154.5	6	4.717	0	quiet
-10.5	155.5	2	4.7	0	quiet
-10.5	156.5	1	4.5	0	quiet
-10.5	158.5	1	5.7	0	quiet
-10.5	159.5	6	5.307	0	quiet
-10.5	160.5	195	5.004	1	moderate
-10.5	161.5	913	4.995	2	hotspot
-10.5	162.5	131	4.998	1	moderate
-10.5	163.5	105	5.023	1	moderate
-10.5	164.5	294	4.972	1	moderate
-10.5	165.5	542	4.991	2	hotspot
-10.5	166.5	246	4.957	1	moderate
-10.5	167.5	7	4.943	0	quiet
-10.5	170.5	2	4.65	0	quiet
-9.5	-111.5	2	4.6	0	quiet
-9.5	-110.5	4	4.875	0	quiet
-9.5	-109.5	52	5.047	0	quiet
-9.5	-108.5	46	4.946	0	quiet
-9.5	-80.5	10	4.83	0	quiet
-9.5	-79.5	75	4.969	0	quiet
-9.5	-78.5	57	5.072	0	quiet
-9.5	-77.5	5	4.98	0	quiet
-9.5	-76.5	7	4.814	0	quiet
-9.5	-75.5	52	4.795	0	quiet
-9.5	-74.5	37	4.945	0	quiet
-9.5	-72.5	2	4.8	0	quiet
-9.5	-71.5	25	5.53	0	quiet
-9.5	-70.5	2	5.65	0	quiet
-9.5	-63.5	1	4.6	0	quiet
-9.5	-14.5	1	6.13	0	quiet
-9.5	-13.5	1	4.6	0	quiet
-9.5	-12.5	1	4.6	0	quiet
-9.5	-5.5	1	4.7	0	quiet
-9.5	23.5	1	5.1	0	quiet
-9.5	25.5	1	4.7	0	quiet
-9.5	27.5	2	5.175	0	quiet
-9.5	28.5	3	4.733	0	quiet
-9.5	30.5	1	5.1	0	quiet
-9.5	31.5	1	4.6	0	quiet
-9.5	32.5	1	4.8	0	quiet
-9.5	33.5	9	4.889	0	quiet
-9.5	34.5	5	4.78	0	quiet
-9.5	39.5	1	5.3	0	quiet
-9.5	40.5	1	4.9	0	quiet
-9.5	41.5	1	4.7	0	quiet
-9.5	66.5	21	5.062	0	quiet
-9.5	67.5	42	5.092	0	quiet
-9.5	88.5	1	6	0	quiet
-9.5	91.5	6	5.302	0	quiet
-9.5	92.5	1	4.7	0	quiet
-9.5	96.5	1	4.5	0	quiet
-9.5	97.5	2	5.15	0	quiet
-9.5	98.5	1	5.1	0	quiet
-9.5	105.5	6	5.243	0	quiet
-9.5	106.5	24	4.798	0	quiet
-9.5	107.5	227	4.897	1	moderate
-9.5	108.5	171	4.885	1	moderate
-9.5	109.5	22	4.782	0	quiet
-9.5	110.5	42	4.862	0	quiet
-9.5	111.5	65	4.829	0	quiet
-9.5	112.5	120	4.897	1	moderate
-9.5	113.5	82	4.83	0	quiet
-9.5	114.5	59	4.884	0	quiet
-9.5	115.5	24	4.858	0	quiet
-9.5	116.5	20	4.999	0	quiet
-9.5	117.5	102	5.021	1	moderate
-9.5	118.5	113	4.954	1	moderate
-9.5	119.5	115	4.973	1	moderate
-9.5	120.5	52	4.959	0	quiet
-9.5	121.5	28	4.825	0	quiet
-9.5	122.5	45	4.952	0	quiet
-9.5	123.5	127	4.812	1	moderate
-9.5	124.5	112	4.787	1	moderate
-9.5	125.5	57	4.76	0	quiet
-9.5	126.5	15	4.653	0	quiet
-9.5	127.5	16	4.65	0	quiet
-9.5	128.5	5	4.72	0	quiet
-9.5	129.5	3	4.633	0	quiet
-9.5	130.5	1	4.6	0	quiet
-9.5	132.5	1	4.6	0	quiet
-9.5	138.5	2	4.65	0	quiet
-9.5	146.5	2	4.9	0	quiet
-9.5	147.5	3	5.433	0	quiet
-9.5	148.5	38	5.091	0	quiet
-9.5	149.5	15	5.086	0	quiet
-9.5	150.5	36	5.138	0	quiet
-9.5	151.5	34	5.041	0	quiet
-9.5	152.5	37	5.214	0	quiet
-9.5	153.5	9	5.178	0	quiet
-9.5	154.5	53	5.04	0	quiet
-9.5	155.5	63	4.852	0	quiet
-9.5	156.5	28	5.1	0	quiet
-9.5	157.5	72	5.068	0	quiet
-9.5	158.5	125	4.991	1	moderate
-9.5	159.5	235	5.034	1	moderate
-9.5	160.5	157	5.093	1	moderate
-9.5	161.5	43	5.078	0	quiet
-9.5	162.5	4	5.637	0	quiet
-9.5	163.5	1	4.7	0	quiet
-9.5	164.5	1	4.5	0	quiet
-9.5	168.5	1	4.6	0	quiet
-9.5	169.5	1	4.8	0	quiet
-8.5	-170.5	1	5	0	quiet
-8.5	-131.5	1	5.5	0	quiet
-8.5	-109.5	35	4.843	0	quiet
-8.5	-108.5	48	4.913	0	quiet
-8.5	-107.5	5	4.82	0	quiet
-8.5	-106.5	1	4.8	0	quiet
-8.5	-97.5	4	4.7	0	quiet
-8.5	-82.5	2	5.15	0	quiet
-8.5	-81.5	5	5.02	0	quiet
-8.5	-80.5	42	4.906	0	quiet
-8.5	-79.5	65	4.897	0	quiet
-8.5	-78.5	14	4.801	0	quiet
-8.5	-77.5	14	5.256	0	quiet
-8.5	-76.5	27	4.83	0	quiet
-8.5	-75.5	51	4.816	0	quiet
-8.5	-74.5	169	4.845	1	moderate
-8.5	-73.5	9	4.774	0	quiet
-8.5	-72.5	4	4.98	0	quiet
-8.5	-71.5	23	5.579	0	quiet
-8.5	-70.5	2	6.1	0	quiet
-8.5	-50.5	1	4.9	0	quiet
-8.5	-13.5	14	4.85	0	quiet
-8.5	21.5	1	4.6	0	quiet
-8.5	26.5	5	4.72	0	quiet
-8.5	27.5	1	4.7	0	quiet
-8.5	28.5	1	4.5	0	quiet
-8.5	29.5	5	4.8	0	quiet
-8.5	30.5	8	4.938	0	quiet
-8.5	31.5	1	4.8	0	quiet
-8.5	32.5	13	4.831	0	quiet
-8.5	33.5	1	4.7	0	quiet
-8.5	38.5	4	4.825	0	quiet
-8.5	39.5	1	4.9	0	quiet
-8.5	43.5	1	4.7	0	quiet
-8.5	66.5	1	4.5	0	quiet
-8.5	67.5	40	4.904	0	quiet
-8.5	68.5	23	4.817	0	quiet
-8.5	69.5	1	4.7	0	quiet
-8.5	72.5	1	4.5	0	quiet
-8.5	85.5	1	5.74	0	quiet
-8.5	88.5	1	5.3	0	quiet
-8.5	92.5	1	5.9	0	quiet
-8.5	93.5	1	5.4	0	quiet
-8.5	94.5	1	5.7	0	quiet
-8.5	95.5	1	5.4	0	quiet
-8.5	98.5	1	6.1	0	quiet
-8.5	100.5	1	4.6	0	quiet
